City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bridgewater,44.3835,-64.5155,-5.5,68,2,1.62,CA,1700957385
364,antsohihy,-14.8796,47.9875,24.56,76,96,2.57,MG,1700957385
365,samus',56.7475,84.6992,-7.09,84,98,3.1,RU,1700957386
366,balabac,7.9868,117.0645,28.39,79,100,6.42,PH,1700957386
367,isangel,-19.55,169.2667,29.06,54,75,5.14,VU,1700957387
368,olinda,-8.0089,-34.8553,25.89,68,30,5.64,BR,1700957387
369,ad dabbah,18.05,30.95,27.07,20,96,3.05,SD,1700957388
370,santa eularia des riu,38.9846,1.5341,16.12,74,75,2.57,ES,1700957389
371,florida city,25.4479,-80.4792,26.01,93,30,3.2,US,1700957390
372,fu'an,27.0892,119.6453,14.18,78,0,0.98,CN,1700957390
373,markala,13.7021,-6.0659,25.35,14,85,1.68,ML,1700957391
374,saint-joseph,-21.3667,55.6167,21.21,80,42,4.63,RE,1700957391
375,los lunas,34.8062,-106.7334,6.92,53,33,1.34,US,1700957391
376,ar ruways,24.1103,52.7306,24.23,66,56,4.12,AE,1700957392
377,central,30.5544,-91.0368,18.01,66,100,2.57,US,1700957392
378,male,4.1748,73.5089,27.78,76,64,2.37,MV,1700957393
379,halifax,44.6453,-63.5724,-2.0,62,1,4.63,CA,1700956827
380,fale old settlement,-9.3852,-171.2468,28.99,70,95,2.61,TK,1700957393
381,pisco,-13.7,-76.2167,19.45,82,0,7.72,PE,1700957109
382,tupancireta,-29.0806,-53.8358,15.95,82,2,4.16,BR,1700957394
383,mynamaki,60.7446,22.0243,-11.92,97,97,0.97,FI,1700957395
384,chonchi,-42.6128,-73.8092,11.73,85,58,0.58,CL,1700957395
385,gazli,40.1333,63.45,11.71,32,96,5.66,UZ,1700957395
386,mudgee,-32.5943,149.5871,24.32,75,100,2.89,AU,1700957396
387,timbuktu,16.7735,-3.0074,21.43,13,0,4.03,ML,1700957397
388,dryden,49.7833,-92.7503,-3.59,32,81,4.77,CA,1700957397
389,sant'agata di militello,38.0679,14.6327,10.81,62,96,10.91,IT,1700957397
390,villa de soto,-30.8552,-64.9995,21.9,41,25,6.3,AR,1700957398
391,madang,-5.2246,145.7966,29.66,69,54,1.5,PG,1700957398
392,taitung city,22.7583,121.1444,21.15,73,75,2.57,TW,1700957399
393,tayshet,55.9342,98.0044,-19.55,99,66,0.68,RU,1700957400
394,christiansburg,37.1298,-80.4089,1.11,79,0,0.0,US,1700957171
395,katpur,21.05,71.7833,23.81,72,47,3.7,IN,1700957403
396,skiatook,36.3684,-96.0014,11.45,65,100,4.48,US,1700957404
397,valbo,60.65,17.0333,-4.1,92,98,2.68,SE,1700957404
398,keflavik,64.0049,-22.5624,6.24,93,100,3.09,IS,1700957405
399,tazacorte,28.629,-17.9293,20.54,80,75,3.09,ES,1700957406
400,boquete,8.7833,-82.4333,20.66,83,89,0.45,PA,1700957406
401,carnarvon,-24.8667,113.6333,22.74,68,12,3.54,AU,1700957407
402,rawson,-43.3002,-65.1023,21.46,40,60,3.25,AR,1700957408
403,dwarka,22.2394,68.9678,25.7,66,83,1.8,IN,1700957408
404,kill devil hills,36.0307,-75.676,12.21,77,100,5.66,US,1700957270
405,kerikeri,-35.2268,173.9474,21.28,48,2,2.4,NZ,1700957401
406,bardai,11.65,7.2333,24.4,49,27,1.12,NG,1700957409
407,konarka,19.9,86.1167,19.22,66,53,3.4,IN,1700957410
408,san patricio,28.017,-97.5169,21.05,82,100,5.57,US,1700957410
409,parola,20.8833,75.1167,23.07,54,41,3.6,IN,1700957411
410,chardara,41.2547,67.9692,11.12,45,98,1.96,KZ,1700957411
411,yarmouth,41.7057,-70.2286,-1.1,70,0,1.34,US,1700957412
412,ambalangoda,6.2355,80.0538,24.32,88,69,1.92,LK,1700957412
413,along,28.1667,94.7667,11.51,63,0,0.84,IN,1700957412
414,bavly,54.393,53.2602,1.27,96,100,2.02,RU,1700957413
415,warrnambool,-38.3833,142.4833,14.37,82,100,7.48,AU,1700957413
416,christchurch,-43.5333,172.6333,20.3,55,2,2.06,NZ,1700956679
417,portland,45.5234,-122.6762,11.02,53,20,3.58,US,1700957155
418,bamboo flat,11.7,92.7167,26.69,73,99,4.72,IN,1700957414
419,chernyshevsk,52.5243,117.0174,-22.69,98,100,0.26,RU,1700957415
420,hassi messaoud,31.6804,6.0729,15.27,28,37,2.11,DZ,1700957416
421,sheridan,44.8333,-106.9173,-1.49,65,0,2.06,US,1700957416
422,kidal,18.4411,1.4078,20.03,11,0,2.3,ML,1700957416
423,nemuro,43.3236,145.575,0.13,60,39,6.55,JP,1700957417
424,morondava,-20.2833,44.2833,25.24,94,38,1.01,MG,1700957417
425,port-vila,-17.7338,168.3219,28.78,54,40,5.14,VU,1700957418
426,kenai,60.5544,-151.2583,3.38,98,100,3.09,US,1700957168
427,severo-yeniseyskiy,60.3725,93.0408,-29.18,100,11,1.4,RU,1700957418
428,nebraska city,40.6767,-95.8592,-2.65,93,100,0.0,US,1700957403
429,tralee,52.2704,-9.7026,9.32,94,100,2.69,IE,1700957420
430,villa ojo de agua,-29.5,-63.6938,17.58,65,3,4.2,AR,1700957420
431,fukuecho,32.6881,128.8419,13.22,58,94,2.94,JP,1700957420
432,bandarbeyla,9.4942,50.8122,26.11,70,60,6.83,SO,1700957421
433,leava,-14.3,-178.1667,28.31,78,89,6.19,WF,1700957421
434,magadan,59.5667,150.8,-16.93,75,100,3.66,RU,1700957422
435,ulety,51.3572,112.4849,-15.2,96,100,0.35,RU,1700957422
436,ulan bator,47.9077,106.8832,-11.15,90,100,0.87,MN,1700957423
437,mejit,10.2753,170.8646,27.3,79,98,7.07,MH,1700957423
438,changyon,38.2508,125.0961,2.51,89,99,3.53,KP,1700957424
439,vorkuta,67.5,64.0,-10.62,90,100,2.37,RU,1700957424
440,nordborg,55.0573,9.7408,0.94,75,20,2.57,DK,1700957425
441,glenfield park,-35.1372,147.334,23.66,43,0,4.68,AU,1700957425
442,khandyga,62.6667,135.6,-41.53,100,93,0.25,RU,1700957425
443,santo antonio,-6.3106,-35.4789,24.11,72,0,4.65,BR,1700957426
444,midvagur,62.0511,-7.1939,5.46,93,100,2.57,FO,1700957426
445,acajutla,13.5928,-89.8275,27.4,80,60,0.82,SV,1700957427
446,holyhead,53.3062,-4.6321,8.0,76,100,7.2,GB,1700957427
447,soron,27.8833,78.75,17.42,39,100,0.6,IN,1700957428
448,esmeraldas,-19.7625,-44.3139,22.08,94,96,2.98,BR,1700957428
449,shimanovsk,52.0,127.7,-18.18,72,0,3.03,RU,1700957375
450,richmond,37.5538,-77.4603,2.94,72,40,2.06,US,1700957400
451,daru,-9.0763,143.2092,29.11,69,90,4.99,PG,1700957430
452,planaltina,-15.4528,-47.6142,23.62,58,87,1.73,BR,1700957415
453,qarazhal,48.0078,70.7903,-0.2,44,100,3.25,KZ,1700957432
454,visby,57.6409,18.296,-0.88,80,100,7.72,SE,1700957251
455,muisne,0.6,-80.0333,25.51,83,77,2.09,EC,1700957434
456,nar'yan-mar,67.6713,53.087,-21.44,99,85,2.14,RU,1700957435
457,nuriootpa,-34.4833,139.0,18.54,60,100,3.48,AU,1700957401
458,ryotsu-minato,38.0833,138.4333,7.02,63,81,1.86,JP,1700957436
459,darwin,-12.4611,130.8418,29.99,70,75,2.06,AU,1700957417
460,mananara,-16.1667,49.7667,22.11,92,85,2.11,MG,1700957438
461,qui nhon,13.7667,109.2333,25.01,90,100,7.17,VN,1700957439
462,al kharijah,25.4514,30.5464,20.24,27,91,3.93,EG,1700957440
463,flin flon,54.7682,-101.865,-5.64,86,98,6.33,CA,1700957440
464,xining,36.6167,101.7667,-1.36,40,0,0.96,CN,1700957441
465,zinjibar,13.1287,45.3807,25.79,73,69,3.34,YE,1700957442
466,howard springs,-12.497,131.047,29.95,92,60,1.24,AU,1700957443
467,nizhneudinsk,54.9076,99.0276,-10.87,94,100,1.62,RU,1700957443
468,kulhudhuffushi,6.6221,73.07,28.12,77,66,4.84,MV,1700957444
469,selkirk,50.1436,-96.8845,-1.07,66,28,2.24,CA,1700957444
470,anchorage,61.2181,-149.9003,5.48,91,40,1.34,US,1700957266
471,palmas,-10.2128,-48.3603,28.12,49,99,1.16,BR,1700957445
472,whangarei,-35.7317,174.3239,20.84,49,6,4.25,NZ,1700957446
473,rio branco,-9.9747,-67.81,26.34,94,75,2.06,BR,1700957447
474,yen vinh,18.6667,105.6667,21.48,94,100,2.82,VN,1700957448
475,wynyard,-41.0,145.7167,15.12,95,100,2.44,AU,1700957449
476,rechka-vydrino,51.485,104.8461,-5.7,93,100,2.61,RU,1700957449
477,turabah,21.2141,41.6331,22.03,32,98,1.25,SA,1700957450
478,buon ma thuot,12.6667,108.05,22.19,89,100,3.09,VN,1700957451
479,shenjiamen,29.9576,122.298,14.9,67,3,1.15,CN,1700957452
480,bulungu,-4.55,18.6,20.23,98,100,0.39,CD,1700957236
481,hultsfred,57.4882,15.8436,-4.22,72,54,3.78,SE,1700957453
482,sydney mines,46.2367,-60.2177,-1.67,73,42,4.02,CA,1700957453
483,hammerfest,70.6634,23.6821,1.25,75,75,4.63,NO,1700957454
484,okahandja,-21.9833,16.9167,21.51,73,100,2.84,NA,1700957454
485,muroto-misakicho,33.2833,134.15,12.85,66,66,1.54,JP,1700957455
486,pacific grove,36.6177,-121.9166,17.97,45,0,2.57,US,1700957455
487,hasaki,35.7333,140.8333,7.94,81,100,6.14,JP,1700957427
488,queenstown,-31.8976,26.8753,17.61,91,100,2.15,ZA,1700957456
489,saynshand,44.8824,110.1163,-8.51,82,100,2.86,MN,1700957456
490,st. john's,47.5649,-52.7093,-1.03,72,84,2.24,CA,1700957233
491,margate,51.3813,1.3862,4.83,84,69,1.79,GB,1700957457
492,pulpi,37.4115,-1.745,11.81,73,8,1.84,ES,1700957458
493,huimanguillo,17.85,-93.3833,23.85,93,73,2.71,MX,1700957458
494,daye,30.0833,114.95,10.04,78,97,2.36,CN,1700957459
495,dampit,-8.2116,112.7493,24.19,86,100,1.43,ID,1700957460
496,papao,-17.75,-149.55,30.82,75,52,10.15,PF,1700957460
497,dunedin,-45.8742,170.5036,15.09,61,16,2.34,NZ,1700957170
498,klerksdorp,-26.8521,26.6667,22.44,34,66,2.62,ZA,1700957461
499,pocao de pedras,-4.6667,-44.85,28.66,54,59,1.58,BR,1700957461
500,shihezi,44.3,86.0333,1.4,70,27,0.52,CN,1700957462
501,shahrak,34.1074,64.3052,1.21,89,52,2.26,AF,1700957463
502,saint-philippe,-21.3585,55.7679,21.77,82,54,5.25,RE,1700957463
503,souillac,-20.5167,57.5167,23.62,79,3,3.72,MU,1700957463
504,santa cruz,-17.8,-63.1667,24.7,78,40,1.54,BO,1700957464
505,remire-montjoly,4.9167,-52.2667,26.02,83,75,3.09,GF,1700957464
506,praia da vitoria,38.7333,-27.0667,19.31,100,100,7.24,PT,1700957465
507,mglin,53.0591,32.8475,-2.1,94,92,2.14,RU,1700957466
508,gizo,-8.103,156.8419,28.81,75,37,0.92,SB,1700957466
509,marina di pisa-tirrenia-calambrone,43.6272,10.292,4.83,75,0,2.06,IT,1700957467
510,malango,-2.9627,119.9001,22.13,93,100,0.41,ID,1700957468
511,klyuchi,52.2667,79.1667,0.51,53,96,4.33,RU,1700957468
512,eyl,7.9803,49.8164,25.4,75,10,7.44,SO,1700957469
513,taunggyi,20.7833,97.0333,12.72,96,41,1.39,MM,1700957469
514,huarmey,-10.0681,-78.1522,20.59,81,75,4.48,PE,1700957469
515,upington,-28.4478,21.2561,22.55,11,14,2.48,ZA,1700957470
516,hami,42.8,93.45,-2.04,40,28,0.49,CN,1700957471
517,eura,61.1333,22.1333,-10.12,98,96,0.92,FI,1700957471
518,itapecerica,-20.4725,-45.1256,17.9,89,84,4.38,BR,1700957473
519,penza,53.2007,45.0046,0.7,98,100,5.81,RU,1700957360
520,huilong,31.8111,121.655,13.0,71,10,4.01,CN,1700957474
521,toungo,8.1167,12.05,25.12,70,97,1.9,NG,1700957474
522,menongue,-14.6585,17.691,17.07,94,94,1.21,AO,1700957475
523,laguna,38.421,-121.4238,16.73,33,0,3.09,US,1700957475
524,el golaa,33.4849,9.0068,14.2,49,0,0.94,TN,1700957476
525,tongren,27.7172,109.1853,11.33,82,100,0.69,CN,1700957476
526,kharp,66.8014,65.8081,-13.3,95,100,4.07,RU,1700957477
527,quthing,-30.4,27.7003,18.31,65,59,1.72,LS,1700957477
528,rizhao,35.4275,119.4553,8.53,79,100,2.01,CN,1700957478
529,pont rouge,48.8833,-72.0825,-1.81,81,99,5.05,CA,1700957479
530,puerto aysen,-45.4,-72.7,10.04,99,100,2.24,CL,1700957480
531,dudinka,69.4058,86.1778,-27.5,100,47,2.19,RU,1700957481
532,acarau,-2.8856,-40.12,26.93,72,15,6.75,BR,1700957481
533,vilcun,-38.65,-72.2333,10.93,92,2,1.45,CL,1700957485
534,itororo,-15.1169,-40.0703,22.23,83,62,1.76,BR,1700957486
535,tura,25.5198,90.2201,16.09,82,0,1.74,IN,1700957487
536,shache,38.4167,77.2406,2.35,32,25,0.41,CN,1700957487
537,villa zaragoza,22.0333,-100.7333,22.04,21,2,2.42,MX,1700957488
538,novyy urgal,51.0736,132.5642,-20.5,84,5,1.79,RU,1700957491
539,jurm,36.8648,70.8342,9.87,33,100,2.18,AF,1700957493
540,klaksvik,62.2266,-6.589,5.51,82,99,6.46,FO,1700957493
541,bereeda,11.8704,51.0579,26.18,67,43,4.11,SO,1700957494
542,bela,25.9333,81.9833,16.51,42,13,0.92,IN,1700957495
543,eisen,36.8217,128.6308,1.37,30,77,0.39,KR,1700957496
544,mont-laurier,46.5501,-75.4993,-0.87,82,85,4.33,CA,1700957496
545,munduk,-8.2687,115.0795,20.4,85,100,1.72,ID,1700957497
546,dawson creek,55.7666,-120.2362,-3.14,97,56,0.43,CA,1700957497
547,porto novo,6.4965,2.6036,26.44,84,91,2.58,BJ,1700957498
548,mwinilunga,-11.7358,24.4293,16.15,98,95,1.67,ZM,1700957498
549,tual,-5.6667,132.75,27.87,77,100,1.84,ID,1700957499
550,phultala,22.7,89.5167,18.43,81,2,1.64,BD,1700957499
551,sona,45.4388,10.8255,4.75,59,0,2.06,IT,1700957500
552,balqash,46.8481,74.995,1.29,52,91,4.99,KZ,1700957500
553,urangan,-25.3,152.9,23.39,69,92,2.84,AU,1700957501
554,lucelia,-21.7203,-51.0189,20.81,65,81,6.08,BR,1700957501
555,vasteras,59.6162,16.5528,-3.97,68,40,3.09,SE,1700957502
556,ola,59.5833,151.2833,-16.59,74,100,7.61,RU,1700957502
557,stanthorpe,-28.6667,151.95,19.68,80,96,2.56,AU,1700957503
558,kili,5.6439,169.1211,28.21,80,71,8.03,MH,1700957503
559,birzai,56.2,24.75,-4.18,97,100,2.9,LT,1700957504
560,alto barinas,8.5931,-70.2261,25.9,72,100,0.73,VE,1700957504
561,bafq,31.6128,55.4107,13.86,28,5,3.55,IR,1700957505
562,yuzhno-kurilsk,44.0306,145.8556,-0.35,78,97,9.37,RU,1700957505
563,pacasmayo,-7.4006,-79.5714,20.36,78,20,6.94,PE,1700957505
564,valparaiso,-33.0393,-71.6273,13.8,88,20,2.57,CL,1700957437
565,tommot,58.9564,126.2925,-20.53,91,100,5.1,RU,1700957241
566,gasa,31.5,34.4667,20.91,51,59,6.56,PS,1700957507
567,turpan,42.9333,89.1667,1.25,37,7,0.7,CN,1700957507
568,antsiranana,-12.2787,49.2917,24.82,80,100,7.44,MG,1700957507
569,tutoia,-2.7619,-42.2744,27.05,76,3,5.58,BR,1700957508
570,vadso,70.0744,29.7487,-0.91,86,100,4.12,NO,1700957508
571,arraial do cabo,-22.9661,-42.0278,21.23,56,93,0.39,BR,1700957326
572,singkil,-7.9855,111.4161,26.5,79,100,2.34,ID,1700957509
573,fuerte olimpo,-21.0415,-57.8738,24.95,82,93,1.42,PY,1700957509
574,glodeni,47.7708,27.5144,1.58,72,100,6.29,MD,1700957510
575,kaa-khem,51.6833,94.7333,-14.77,94,94,1.5,RU,1700957510
576,pavlovka,52.6897,47.1405,0.55,99,100,2.54,RU,1700957511
577,katsuren-haebaru,26.3369,127.8719,22.21,73,75,3.6,JP,1700957511
